date,canton,pop,atLeastOneDoseTotal,atLeastOneDosePer100,partiallyVaccTotal,partiallyVaccPer100,fullyVaccinatedTotal,fullyVaccinatedPer100,firstBoosterVaccinatedTotal,firstBoosterVaccinatedPer100
2022-06-12,UR,32706,24188,73.96,207,0.63,23981,73.32,13475,41.2
2022-06-12,VD,717158,577268,80.49,5560,0.78,571708,79.72,323359,45.09
2022-06-12,VS,312362,243285,77.89,5979,1.91,237306,75.97,140882,45.1
2022-06-12,ZG,113860,89309,78.44,656,0.58,88653,77.86,59725,52.45
2022-06-12,ZH,1369335,1100856,80.39,6946,0.51,1093910,79.89,754883,55.13
2022-06-13,AG,615124,477836,77.68,3838,0.62,473998,77.06,307634,50.01
2022-06-13,AI,14261,9330,65.42,50,0.35,9280,65.07,5557,38.97
2022-06-13,AR,48435,34399,71.02,390,0.81,34009,70.22,20812,42.97
2022-06-13,BE,925166,736029,79.56,6182,0.67,729847,78.89,500105,54.06
2022-06-13,BL,259146,208897,80.61,2633,1.02,206264,79.59,137306,52.98
2022-06-13,BS,174132,144300,82.87,1605,0.92,142695,81.95,103977,59.71
2022-06-13,CH,7678659,6034597,78.59,73413,0.96,5961184,77.63,3770608,49.11
2022-06-13,CHFL,7713153,6061082,78.58,73660,0.95,5987422,77.63,3789193,49.13
2022-06-13,FL,34494,26485,76.78,247,0.72,26238,76.07,18585,53.88
2022-06-13,FR,286302,227626,79.51,2504,0.87,225122,78.63,117038,40.88
2022-06-13,GE,445161,358308,80.49,7713,1.73,350595,78.76,193865,43.55
2022-06-13,GL,36367,26125,71.84,259,0.71,25866,71.12,15107,41.54
2022-06-13,GR,180259,141977,78.76,2776,1.54,139201,77.22,87980,48.81
2022-06-13,JU,64986,49358,75.95,2011,3.09,47347,72.86,26332,40.52
2022-06-13,LU,367937,285746,77.66,5189,1.41,280557,76.25,171569,46.63
2022-06-13,NE,155178,129765,83.62,4533,2.92,125232,80.7,70056,45.15
2022-06-13,NW,39193,29652,75.66,400,1.02,29252,74.64,18908,48.24
2022-06-13,OW,33828,24144,71.37,796,2.35,23348,69.02,13875,41.02
2022-06-13,SG,454531,327622,72.08,1713,0.38,325909,71.7,190895,42
2022-06-13,SH,74316,57866,77.86,729,0.98,57137,76.88,38999,52.48
2022-06-13,SO,247249,194992,78.86,1987,0.8,193005,78.06,121370,49.09
2022-06-13,SZ,144615,98804,68.32,1239,0.86,97565,67.47,58649,40.56
2022-06-13,TG,250045,180109,72.03,3879,1.55,176230,70.48,112675,45.06
2022-06-13,TI,317007,256767,81,3647,1.15,253120,79.85,165199,52.11
2022-06-13,UR,32706,24188,73.96,207,0.63,23981,73.32,13475,41.2
2022-06-13,VD,717158,577276,80.49,5558,0.78,571718,79.72,323491,45.11
2022-06-13,VS,312362,243293,77.89,5974,1.91,237319,75.98,140985,45.14
2022-06-13,ZG,113860,89310,78.44,657,0.58,88653,77.86,59726,52.46
2022-06-13,ZH,1369335,1100878,80.4,6944,0.51,1093934,79.89,755023,55.14
2022-06-14,AG,615124,477836,77.68,3838,0.62,473998,77.06,307652,50.01
2022-06-14,AI,14261,9330,65.42,50,0.35,9280,65.07,5557,38.97
2022-06-14,AR,48435,34399,71.02,390,0.81,34009,70.22,20812,42.97
2022-06-14,BE,925166,736040,79.56,6175,0.67,729865,78.89,500314,54.08
2022-06-14,BL,259146,208898,80.61,2633,1.02,206265,79.59,137316,52.99
2022-06-14,BS,174132,144300,82.87,1604,0.92,142696,81.95,103977,59.71
2022-06-14,CH,7678659,6034658,78.59,73387,0.96,5961271,77.63,3771532,49.12
2022-06-14,CHFL,7713153,6061143,78.58,73634,0.95,5987509,77.63,3790117,49.14
2022-06-14,FL,34494,26485,76.78,247,0.72,26238,76.07,18585,53.88
2022-06-14,FR,286302,227626,79.51,2504,0.87,225122,78.63,117051,40.88
2022-06-14,GE,445161,358315,80.49,7713,1.73,350602,78.76,194015,43.58
2022-06-14,GL,36367,26125,71.84,257,0.71,25868,71.13,15113,41.56
2022-06-14,GR,180259,141979,78.76,2772,1.54,139207,77.23,88005,48.82
2022-06-14,JU,64986,49358,75.95,2009,3.09,47349,72.86,26360,40.56
2022-06-14,LU,367937,285751,77.66,5185,1.41,280566,76.25,171596,46.64
2022-06-14,NE,155178,129768,83.63,4534,2.92,125234,80.7,70067,45.15
2022-06-14,NW,39193,29653,75.66,396,1.01,29257,74.65,18913,48.26
2022-06-14,OW,33828,24145,71.38,796,2.35,23349,69.02,13875,41.02
2022-06-14,SG,454531,327623,72.08,1711,0.38,325912,71.7,190904,42
2022-06-14,SH,74316,57866,77.86,729,0.98,57137,76.88,38999,52.48
2022-06-14,SO,247249,194992,78.86,1986,0.8,193006,78.06,121373,49.09
2022-06-14,SZ,144615,98804,68.32,1239,0.86,97565,67.47,58649,40.56
2022-06-14,TG,250045,180112,72.03,3882,1.55,176230,70.48,112675,45.06
2022-06-14,TI,317007,256768,81,3648,1.15,253120,79.85,165237,52.12
2022-06-14,UR,32706,24188,73.96,207,0.63,23981,73.32,13475,41.2
2022-06-14,VD,717158,577279,80.5,5557,0.77,571722,79.72,323609,45.12
2022-06-14,VS,312362,243301,77.89,5973,1.91,237328,75.98,141110,45.18
2022-06-14,ZG,113860,89310,78.44,657,0.58,88653,77.86,59729,52.46
2022-06-14,ZH,1369335,1100892,80.4,6942,0.51,1093950,79.89,755149,55.15
2022-06-15,AG,615124,477852,77.68,3835,0.62,474017,77.06,307826,50.04
2022-06-15,AI,14261,9330,65.42,49,0.34,9281,65.08,5565,39.02
2022-06-15,AR,48435,34403,71.03,390,0.81,34013,70.22,20818,42.98
2022-06-15,BE,925166,736052,79.56,6151,0.66,729901,78.89,500452,54.09
2022-06-15,BL,259146,208901,80.61,2630,1.01,206271,79.6,137364,53.01
2022-06-15,BS,174132,144305,82.87,1599,0.92,142706,81.95,104101,59.78
2022-06-15,CH,7678659,6034821,78.59,73276,0.95,5961545,77.64,3773402,49.14
2022-06-15,CHFL,7713153,6061306,78.58,73523,0.95,5987783,77.63,3791987,49.16
2022-06-15,FL,34494,26485,76.78,247,0.72,26238,76.07,18585,53.88
2022-06-15,FR,286302,227638,79.51,2495,0.87,225143,78.64,117212,40.94
2022-06-15,GE,445161,358324,80.49,7709,1.73,350615,78.76,194116,43.61
2022-06-15,GL,36367,26125,71.84,257,0.71,25868,71.13,15115,41.56
2022-06-15,GR,180259,141982,78.77,2771,1.54,139211,77.23,88057,48.85
2022-06-15,JU,64986,49358,75.95,2006,3.09,47352,72.86,26404,40.63
2022-06-15,LU,367937,285757,77.66,5175,1.41,280582,76.26,171676,46.66
2022-06-15,NE,155178,129771,83.63,4532,2.92,125239,80.71,70091,45.17
2022-06-15,NW,39193,29653,75.66,396,1.01,29257,74.65,18922,48.28
2022-06-15,OW,33828,24145,71.38,796,2.35,23349,69.02,13876,41.02
2022-06-15,SG,454531,327628,72.08,1699,0.37,325929,71.71,190972,42.02
2022-06-15,SH,74316,57866,77.86,729,0.98,57137,76.88,39001,52.48
2022-06-15,SO,247249,194994,78.87,1983,0.8,193011,78.06,121449,49.12
2022-06-15,SZ,144615,98809,68.33,1237,0.86,97572,67.47,58679,40.58
2022-06-15,TG,250045,180119,72.03,3880,1.55,176239,70.48,112741,45.09
2022-06-15,TI,317007,256768,81,3648,1.15,253120,79.85,165237,52.12
2022-06-15,UR,32706,24192,73.97,208,0.64,23984,73.33,13491,41.25
2022-06-15,VD,717158,577295,80.5,5551,0.77,571744,79.72,323843,45.16
2022-06-15,VS,312362,243305,77.89,5967,1.91,237338,75.98,141181,45.2
2022-06-15,ZG,113860,89319,78.45,655,0.58,88664,77.87,59804,52.52
2022-06-15,ZH,1369335,1100930,80.4,6928,0.51,1094002,79.89,755409,55.17
2022-06-16,AG,615124,477859,77.68,3830,0.62,474029,77.06,307893,50.05
2022-06-16,AI,14261,9330,65.42,49,0.34,9281,65.08,5565,39.02
2022-06-16,AR,48435,34404,71.03,391,0.81,34013,70.22,20820,42.99
2022-06-16,BE,925166,736065,79.56,6153,0.67,729912,78.9,500576,54.11
2022-06-16,BL,259146,208901,80.61,2630,1.01,206271,79.6,137386,53.01
2022-06-16,BS,174132,144305,82.87,1598,0.92,142707,81.95,104158,59.82
2022-06-16,CH,7678659,6034869,78.59,73250,0.95,5961619,77.64,3774209,49.15
2022-06-16,CHFL,7713153,6061355,78.58,73497,0.95,5987858,77.63,3792794,49.17
2022-06-16,FL,34494,26486,76.78,247,0.72,26239,76.07,18585,53.88
2022-06-16,FR,286302,227638,79.51,2494,0.87,225144,78.64,117219,40.94
2022-06-16,GE,445161,358330,80.49,7706,1.73,350624,78.76,194251,43.64
2022-06-16,GL,36367,26125,71.84,257,0.71,25868,71.13,15125,41.59
2022-06-16,GR,180259,141982,78.77,2770,1.54,139212,77.23,88073,48.86
2022-06-16,JU,64986,49358,75.95,2006,3.09,47352,72.86,26405,40.63
2022-06-16,LU,367937,285759,77.67,5175,1.41,280584,76.26,171680,46.66
2022-06-16,NE,155178,129775,83.63,4527,2.92,125248,80.71,70182,45.23
2022-06-16,NW,39193,29653,75.66,396,1.01,29257,74.65,18922,48.28
2022-06-16,OW,33828,24145,71.38,796,2.35,23349,69.02,13876,41.02
2022-06-16,SG,454531,327631,72.08,1695,0.37,325936,71.71,191035,42.03
2022-06-16,SH,74316,57866,77.86,729,0.98,57137,76.88,39001,52.48
2022-06-16,SO,247249,194994,78.87,1982,0.8,193012,78.06,121455,49.12
2022-06-16,SZ,144615,98811,68.33,1237,0.86,97574,67.47,58681,40.58
2022-06-16,TG,250045,180119,72.03,3880,1.55,176239,70.48,112743,45.09
2022-06-16,TI,317007,256768,81,3648,1.15,253120,79.85,165237,52.12
2022-06-16,UR,32706,24192,73.97,208,0.64,23984,73.33,13491,41.25
2022-06-16,VD,717158,577296,80.5,5544,0.77,571752,79.72,323877,45.16
2022-06-16,VS,312362,243305,77.89,5967,1.91,237338,75.98,141182,45.2
2022-06-16,ZG,113860,89319,78.45,655,0.58,88664,77.87,59805,52.53
2022-06-16,ZH,1369335,1100939,80.4,6927,0.51,1094012,79.89,755571,55.18
2022-06-17,AG,615124,477869,77.69,3824,0.62,474045,77.06,308124,50.09
2022-06-17,AI,14261,9330,65.42,49,0.34,9281,65.08,5565,39.02
2022-06-17,AR,48435,34404,71.03,391,0.81,34013,70.22,20824,42.99
2022-06-17,BE,925166,736079,79.56,6140,0.66,729939,78.9,500716,54.12
2022-06-17,BL,259146,208902,80.61,2628,1.01,206274,79.6,137425,53.03
2022-06-17,BS,174132,144306,82.87,1598,0.92,142708,81.95,104167,59.82
2022-06-17,CH,7678659,6034965,78.59,73198,0.95,5961767,77.64,3775820,49.17
2022-06-17,CHFL,7713153,6061451,78.59,73445,0.95,5988006,77.63,3794405,49.19
2022-06-17,FL,34494,26486,76.78,247,0.72,26239,76.07,18585,53.88
2022-06-17,FR,286302,227645,79.51,2494,0.87,225151,78.64,117410,41.01
2022-06-17,GE,445161,358337,80.5,7703,1.73,350634,78.77,194394,43.67
2022-06-17,GL,36367,26126,71.84,258,0.71,25868,71.13,15125,41.59
2022-06-17,GR,180259,141982,78.77,2770,1.54,139212,77.23,88078,48.86
2022-06-17,JU,64986,49358,75.95,2006,3.09,47352,72.86,26410,40.64
2022-06-17,LU,367937,285759,77.67,5175,1.41,280584,76.26,171695,46.66
2022-06-17,NE,155178,129776,83.63,4527,2.92,125249,80.71,70221,45.25
2022-06-17,NW,39193,29653,75.66,394,1.01,29259,74.65,18933,48.31
2022-06-17,OW,33828,24146,71.38,791,2.34,23355,69.04,13908,41.11
2022-06-17,SG,454531,327638,72.08,1693,0.37,325945,71.71,191093,42.04
2022-06-17,SH,74316,57866,77.86,729,0.98,57137,76.88,39001,52.48
2022-06-17,SO,247249,194994,78.87,1980,0.8,193014,78.06,121486,49.14
2022-06-17,SZ,144615,98811,68.33,1237,0.86,97574,67.47,58684,40.58
2022-06-17,TG,250045,180120,72.04,3881,1.55,176239,70.48,112749,45.09
2022-06-17,TI,317007,256770,81,3648,1.15,253122,79.85,165282,52.14
2022-06-17,UR,32706,24193,73.97,209,0.64,23984,73.33,13492,41.25
2022-06-17,VD,717158,577315,80.5,5545,0.77,571770,79.73,324115,45.19
2022-06-17,VS,312362,243310,77.89,5968,1.91,237342,75.98,141244,45.22
2022-06-17,ZG,113860,89320,78.45,655,0.58,88665,77.87,59807,52.53
2022-06-17,ZH,1369335,1100956,80.4,6905,0.5,1094051,79.9,755872,55.2
2022-06-18,AG,615124,477869,77.69,3823,0.62,474046,77.07,308130,50.09
2022-06-18,AI,14261,9330,65.42,49,0.34,9281,65.08,5565,39.02
2022-06-18,AR,48435,34404,71.03,391,0.81,34013,70.22,20839,43.02
2022-06-18,BE,925166,736080,79.56,6141,0.66,729939,78.9,500717,54.12
2022-06-18,BL,259146,208902,80.61,2628,1.01,206274,79.6,137429,53.03
2022-06-18,BS,174132,144306,82.87,1598,0.92,142708,81.95,104171,59.82
2022-06-18,CH,7678659,6034995,78.59,73181,0.95,5961814,77.64,3776261,49.18
2022-06-18,CHFL,7713153,6061481,78.59,73428,0.95,5988053,77.63,3794846,49.2
2022-06-18,FL,34494,26486,76.78,247,0.72,26239,76.07,18585,53.88
2022-06-18,FR,286302,227645,79.51,2494,0.87,225151,78.64,117410,41.01
2022-06-18,GE,445161,358337,80.5,7703,1.73,350634,78.77,194398,43.67
2022-06-18,GL,36367,26126,71.84,258,0.71,25868,71.13,15125,41.59
2022-06-18,GR,180259,141982,78.77,2770,1.54,139212,77.23,88079,48.86
2022-06-18,JU,64986,49358,75.95,2006,3.09,47352,72.86,26410,40.64
2022-06-18,LU,367937,285759,77.67,5175,1.41,280584,76.26,171695,46.66
2022-06-18,NE,155178,129777,83.63,4527,2.92,125250,80.71,70242,45.27
2022-06-18,NW,39193,29653,75.66,394,1.01,29259,74.65,18933,48.31
2022-06-18,OW,33828,24146,71.38,791,2.34,23355,69.04,13908,41.11
2022-06-18,SG,454531,327638,72.08,1686,0.37,325952,71.71,191154,42.06
2022-06-18,SH,74316,57866,77.86,729,0.98,57137,76.88,39001,52.48
2022-06-18,SO,247249,194994,78.87,1980,0.8,193014,78.06,121486,49.14
2022-06-18,SZ,144615,98811,68.33,1237,0.86,97574,67.47,58684,40.58
2022-06-18,TG,250045,180123,72.04,3880,1.55,176243,70.48,112822,45.12
2022-06-18,TI,317007,256780,81,3638,1.15,253142,79.85,165388,52.17
2022-06-18,UR,32706,24193,73.97,209,0.64,23984,73.33,13493,41.26
2022-06-18,VD,717158,577329,80.5,5545,0.77,571784,79.73,324247,45.21
2022-06-18,VS,312362,243310,77.89,5968,1.91,237342,75.98,141245,45.22
2022-06-18,ZG,113860,89320,78.45,655,0.58,88665,77.87,59807,52.53
2022-06-18,ZH,1369335,1100957,80.4,6906,0.5,1094051,79.9,755883,55.2
2022-06-19,AG,615124,477869,77.69,3823,0.62,474046,77.07,308130,50.09
2022-06-19,AI,14261,9330,65.42,49,0.34,9281,65.08,5565,39.02
2022-06-19,AR,48435,34404,71.03,391,0.81,34013,70.22,20839,43.02
2022-06-19,BE,925166,736080,79.56,6141,0.66,729939,78.9,500717,54.12
2022-06-19,BL,259146,208902,80.61,2628,1.01,206274,79.6,137429,53.03
2022-06-19,BS,174132,144306,82.87,1598,0.92,142708,81.95,104171,59.82
2022-06-19,CH,7678659,6034995,78.59,73181,0.95,5961814,77.64,3776261,49.18
2022-06-19,CHFL,7713153,6061481,78.59,73428,0.95,5988053,77.63,3794846,49.2
2022-06-19,FL,34494,26486,76.78,247,0.72,26239,76.07,18585,53.88
2022-06-19,FR,286302,227645,79.51,2494,0.87,225151,78.64,117410,41.01
2022-06-19,GE,445161,358337,80.5,7703,1.73,350634,78.77,194398,43.67
2022-06-19,GL,36367,26126,71.84,258,0.71,25868,71.13,15125,41.59
2022-06-19,GR,180259,141982,78.77,2770,1.54,139212,77.23,88079,48.86
2022-06-19,JU,64986,49358,75.95,2006,3.09,47352,72.86,26410,40.64
2022-06-19,LU,367937,285759,77.67,5175,1.41,280584,76.26,171695,46.66
2022-06-19,NE,155178,129777,83.63,4527,2.92,125250,80.71,70242,45.27
2022-06-19,NW,39193,29653,75.66,394,1.01,29259,74.65,18933,48.31
2022-06-19,OW,33828,24146,71.38,791,2.34,23355,69.04,13908,41.11
2022-06-19,SG,454531,327638,72.08,1686,0.37,325952,71.71,191154,42.06
2022-06-19,SH,74316,57866,77.86,729,0.98,57137,76.88,39001,52.48
2022-06-19,SO,247249,194994,78.87,1980,0.8,193014,78.06,121486,49.14
2022-06-19,SZ,144615,98811,68.33,1237,0.86,97574,67.47,58684,40.58
2022-06-19,TG,250045,180123,72.04,3880,1.55,176243,70.48,112822,45.12
2022-06-19,TI,317007,256780,81,3638,1.15,253142,79.85,165388,52.17
2022-06-19,UR,32706,24193,73.97,209,0.64,23984,73.33,13493,41.26
2022-06-19,VD,717158,577329,80.5,5545,0.77,571784,79.73,324247,45.21
2022-06-19,VS,312362,243310,77.89,5968,1.91,237342,75.98,141245,45.22
2022-06-19,ZG,113860,89320,78.45,655,0.58,88665,77.87,59807,52.53
2022-06-19,ZH,1369335,1100957,80.4,6906,0.5,1094051,79.9,755883,55.2
2022-06-20,AG,615124,477874,77.69,3824,0.62,474050,77.07,308154,50.1
2022-06-20,AI,14261,9330,65.42,49,0.34,9281,65.08,5565,39.02
2022-06-20,AR,48435,34405,71.03,391,0.81,34014,70.23,20839,43.02
2022-06-20,BE,925166,736084,79.56,6138,0.66,729946,78.9,500851,54.14
2022-06-20,BL,259146,208907,80.61,2628,1.01,206279,79.6,137490,53.06
2022-06-20,BS,174132,144306,82.87,1598,0.92,142708,81.95,104173,59.82
2022-06-20,CH,7678659,6035052,78.6,73156,0.95,5961896,77.64,3777225,49.19
2022-06-20,CHFL,7713153,6061538,78.59,73403,0.95,5988135,77.64,3795811,49.21
2022-06-20,FL,34494,26486,76.78,247,0.72,26239,76.07,18586,53.88
2022-06-20,FR,286302,227645,79.51,2494,0.87,225151,78.64,117424,41.01
2022-06-20,GE,445161,358344,80.5,7698,1.73,350646,78.77,194535,43.7
2022-06-20,GL,36367,26126,71.84,258,0.71,25868,71.13,15125,41.59
2022-06-20,GR,180259,141982,78.77,2768,1.54,139214,77.23,88093,48.87
2022-06-20,JU,64986,49359,75.95,2007,3.09,47352,72.86,26410,40.64
2022-06-20,LU,367937,285763,77.67,5172,1.41,280591,76.26,171761,46.68
2022-06-20,NE,155178,129778,83.63,4527,2.92,125251,80.71,70247,45.27
2022-06-20,NW,39193,29653,75.66,393,1,29260,74.66,18933,48.31
2022-06-20,OW,33828,24146,71.38,791,2.34,23355,69.04,13908,41.11
2022-06-20,SG,454531,327641,72.08,1680,0.37,325961,71.71,191211,42.07
2022-06-20,SH,74316,57869,77.87,729,0.98,57140,76.89,39025,52.51
2022-06-20,SO,247249,194995,78.87,1980,0.8,193015,78.07,121497,49.14
2022-06-20,SZ,144615,98811,68.33,1237,0.86,97574,67.47,58710,40.6
2022-06-20,TG,250045,180124,72.04,3879,1.55,176245,70.49,112839,45.13
2022-06-20,TI,317007,256780,81,3637,1.15,253143,79.85,165388,52.17
2022-06-20,UR,32706,24193,73.97,209,0.64,23984,73.33,13493,41.26
2022-06-20,VD,717158,577332,80.5,5544,0.77,571788,79.73,324371,45.23
2022-06-20,VS,312362,243314,77.89,5965,1.91,237349,75.99,141349,45.25
2022-06-20,ZG,113860,89322,78.45,657,0.58,88665,77.87,59809,52.53
2022-06-20,ZH,1369335,1100969,80.4,6903,0.5,1094066,79.9,756025,55.21
2022-06-21,AG,615124,477875,77.69,3819,0.62,474056,77.07,308168,50.1
2022-06-21,AI,14261,9330,65.42,49,0.34,9281,65.08,5566,39.03
2022-06-21,AR,48435,34407,71.04,390,0.81,34017,70.23,20854,43.06
2022-06-21,BE,925166,736097,79.56,6139,0.66,729958,78.9,501056,54.16
2022-06-21,BL,259146,208908,80.61,2628,1.01,206280,79.6,137495,53.06
2022-06-21,BS,174132,144306,82.87,1598,0.92,142708,81.95,104176,59.83
2022-06-21,CH,7678659,6035105,78.6,73111,0.95,5961994,77.64,3778292,49.21
2022-06-21,CHFL,7713153,6061591,78.59,73358,0.95,5988233,77.64,3796878,49.23
2022-06-21,FL,34494,26486,76.78,247,0.72,26239,76.07,18586,53.88
2022-06-21,FR,286302,227645,79.51,2492,0.87,225153,78.64,117428,41.02
2022-06-21,GE,445161,358352,80.5,7692,1.73,350660,78.77,194678,43.73
2022-06-21,GL,36367,26127,71.84,258,0.71,25869,71.13,15135,41.62
2022-06-21,GR,180259,141983,78.77,2765,1.53,139218,77.23,88113,48.88
2022-06-21,JU,64986,49361,75.96,2005,3.09,47356,72.87,26450,40.7
2022-06-21,LU,367937,285766,77.67,5169,1.4,280597,76.26,171814,46.7
2022-06-21,NE,155178,129778,83.63,4526,2.92,125252,80.72,70292,45.3
2022-06-21,NW,39193,29654,75.66,391,1,29263,74.66,18942,48.33
2022-06-21,OW,33828,24146,71.38,791,2.34,23355,69.04,13909,41.12
2022-06-21,SG,454531,327643,72.08,1680,0.37,325963,71.71,191212,42.07
2022-06-21,SH,74316,57869,77.87,729,0.98,57140,76.89,39026,52.51
2022-06-21,SO,247249,194995,78.87,1980,0.8,193015,78.07,121507,49.14
2022-06-21,SZ,144615,98814,68.33,1238,0.86,97576,67.47,58717,40.6
2022-06-21,TG,250045,180124,72.04,3879,1.55,176245,70.49,112847,45.13
2022-06-21,TI,317007,256780,81,3637,1.15,253143,79.85,165424,52.18
2022-06-21,UR,32706,24193,73.97,209,0.64,23984,73.33,13494,41.26
2022-06-21,VD,717158,577334,80.5,5539,0.77,571795,79.73,324503,45.25
2022-06-21,VS,312362,243319,77.9,5964,1.91,237355,75.99,141487,45.3
2022-06-21,ZG,113860,89322,78.45,657,0.58,88665,77.87,59809,52.53
2022-06-21,ZH,1369335,1100977,80.4,6887,0.5,1094090,79.9,756190,55.22
2022-06-22,AG,615124,477888,77.69,3810,0.62,474078,77.07,308354,50.13
2022-06-22,AI,14261,9331,65.43,49,0.34,9282,65.09,5571,39.06
2022-06-22,AR,48435,34408,71.04,391,0.81,34017,70.23,20860,43.07
2022-06-22,BE,925166,736116,79.57,6124,0.66,729992,78.9,501263,54.18
2022-06-22,BL,259146,208913,80.62,2628,1.01,206285,79.6,137560,53.08
2022-06-22,BS,174132,144309,82.87,1594,0.92,142715,81.96,104296,59.89
2022-06-22,CH,7678659,6035276,78.6,72994,0.95,5962282,77.65,3780424,49.23
2022-06-22,CHFL,7713153,6061762,78.59,73241,0.95,5988521,77.64,3799010,49.25
2022-06-22,FL,34494,26486,76.78,247,0.72,26239,76.07,18586,53.88
2022-06-22,FR,286302,227658,79.52,2483,0.87,225175,78.65,117630,41.09
2022-06-22,GE,445161,358365,80.5,7690,1.73,350675,78.77,194786,43.76
2022-06-22,GL,36367,26128,71.85,258,0.71,25870,71.14,15166,41.7
2022-06-22,GR,180259,141988,78.77,2763,1.53,139225,77.24,88186,48.92
2022-06-22,JU,64986,49364,75.96,2005,3.09,47359,72.88,26483,40.75
2022-06-22,LU,367937,285771,77.67,5165,1.4,280606,76.26,171870,46.71
2022-06-22,NE,155178,129781,83.63,4526,2.92,125255,80.72,70309,45.31
2022-06-22,NW,39193,29654,75.66,390,1,29264,74.67,18953,48.36
2022-06-22,OW,33828,24146,71.38,790,2.34,23356,69.04,13909,41.12
2022-06-22,SG,454531,327652,72.09,1673,0.37,325979,71.72,191291,42.09
2022-06-22,SH,74316,57870,77.87,730,0.98,57140,76.89,39028,52.52
2022-06-22,SO,247249,194998,78.87,1977,0.8,193021,78.07,121637,49.2
2022-06-22,SZ,144615,98817,68.33,1231,0.85,97586,67.48,58749,40.62
2022-06-22,TG,250045,180135,72.04,3875,1.55,176260,70.49,112924,45.16
2022-06-22,TI,317007,256782,81,3634,1.15,253148,79.86,165493,52.2
2022-06-22,UR,32706,24197,73.98,208,0.64,23989,73.35,13527,41.36
2022-06-22,VD,717158,577355,80.51,5536,0.77,571819,79.73,324738,45.28
2022-06-22,VS,312362,243321,77.9,5954,1.91,237367,75.99,141555,45.32
2022-06-22,ZG,113860,89329,78.46,652,0.57,88677,77.88,59876,52.59
2022-06-22,ZH,1369335,1101000,80.4,6858,0.5,1094142,79.9,756410,55.24
2022-06-23,AG,615124,477889,77.69,3807,0.62,474082,77.07,308415,50.14
2022-06-23,AI,14261,9331,65.43,49,0.34,9282,65.09,5571,39.06
2022-06-23,AR,48435,34408,71.04,391,0.81,34017,70.23,20860,43.07
2022-06-23,BE,925166,736121,79.57,6122,0.66,729999,78.9,501396,54.2
2022-06-23,BL,259146,208913,80.62,2626,1.01,206287,79.6,137571,53.09
2022-06-23,BS,174132,144311,82.87,1592,0.91,142719,81.96,104339,59.92
2022-06-23,CH,7678659,6035325,78.6,72982,0.95,5962343,77.65,3781431,49.25
2022-06-23,CHFL,7713153,6061812,78.59,73228,0.95,5988584,77.64,3800058,49.27
2022-06-23,FL,34494,26487,76.79,246,0.71,26241,76.07,18627,54
2022-06-23,FR,286302,227659,79.52,2483,0.87,225176,78.65,117639,41.09
2022-06-23,GE,445161,358369,80.5,7688,1.73,350681,78.78,194957,43.79
2022-06-23,GL,36367,26129,71.85,259,0.71,25870,71.14,15166,41.7
2022-06-23,GR,180259,141988,78.77,2762,1.53,139226,77.24,88242,48.95
2022-06-23,JU,64986,49364,75.96,2005,3.09,47359,72.88,26483,40.75
2022-06-23,LU,367937,285771,77.67,5161,1.4,280610,76.27,171935,46.73
2022-06-23,NE,155178,129788,83.64,4526,2.92,125262,80.72,70416,45.38
2022-06-23,NW,39193,29654,75.66,390,1,29264,74.67,18953,48.36
2022-06-23,OW,33828,24147,71.38,790,2.34,23357,69.05,13910,41.12
2022-06-23,SG,454531,327653,72.09,1672,0.37,325981,71.72,191324,42.09
2022-06-23,SH,74316,57870,77.87,730,0.98,57140,76.89,39028,52.52
2022-06-23,SO,247249,194998,78.87,1977,0.8,193021,78.07,121643,49.2
2022-06-23,SZ,144615,98819,68.33,1233,0.85,97586,67.48,58764,40.63
2022-06-23,TG,250045,180135,72.04,3875,1.55,176260,70.49,112928,45.16
2022-06-23,TI,317007,256782,81,3634,1.15,253148,79.86,165495,52.21
2022-06-23,UR,32706,24197,73.98,208,0.64,23989,73.35,13527,41.36
2022-06-23,VD,717158,577357,80.51,5535,0.77,571822,79.73,324805,45.29
2022-06-23,VS,312362,243322,77.9,5954,1.91,237368,75.99,141578,45.32
2022-06-23,ZG,113860,89329,78.46,652,0.57,88677,77.88,59880,52.59
2022-06-23,ZH,1369335,1101021,80.41,6861,0.5,1094160,79.9,756606,55.25
2022-06-24,AG,615124,477893,77.69,3794,0.62,474099,77.07,308592,50.17
2022-06-24,AI,14261,9331,65.43,49,0.34,9282,65.09,5571,39.06
2022-06-24,AR,48435,34408,71.04,390,0.81,34018,70.23,20860,43.07
2022-06-24,BE,925166,736131,79.57,6120,0.66,730011,78.91,501570,54.21
2022-06-24,BL,259146,208921,80.62,2626,1.01,206295,79.61,137646,53.12
2022-06-24,BS,174132,144311,82.87,1592,0.91,142719,81.96,104352,59.93
2022-06-24,CH,7678659,6035408,78.6,72925,0.95,5962483,77.65,3782969,49.27
2022-06-24,CHFL,7713153,6061895,78.59,73171,0.95,5988724,77.64,3801596,49.29
2022-06-24,FL,34494,26487,76.79,246,0.71,26241,76.07,18627,54
2022-06-24,FR,286302,227659,79.52,2483,0.87,225176,78.65,117645,41.09
2022-06-24,GE,445161,358377,80.51,7685,1.73,350692,78.78,195114,43.83
2022-06-24,GL,36367,26129,71.85,259,0.71,25870,71.14,15166,41.7
2022-06-24,GR,180259,141988,78.77,2762,1.53,139226,77.24,88266,48.97
